symbol1,symbol2,p_value,correlation
VETUSDT,XVGUSDT,1.0634320259554787e-05,0.9570918252862168
FIDAUSDT,ICXUSDT,1.0931046175827992e-05,0.9621784148247113
DYMUSDT,STRKUSDT,1.1098324205634128e-05,0.9759821305405789
FIDAUSDT,HOTUSDT,1.1118534304424729e-05,0.9636925467814847
FIDAUSDT,KDAUSDT,1.1157712231910795e-05,0.9713566152322964
CVXUSDT,ONEUSDT,1.124129706359672e-05,0.9553147336993982
DODOUSDT,XECUSDT,1.1352858696586102e-05,0.9604924864112224
DOTUSDT,YGGUSDT,1.1450867692465254e-05,0.9618000170642419
DYDXUSDT,MEUSDT,1.1705318265801257e-05,0.9659389273038612
SAGAUSDT,THEUSDT,1.172843602750364e-05,0.9526580619900311
LUMIAUSDT,MANTAUSDT,1.1868524300604338e-05,0.9738585176531217
DGBUSDT,FLMUSDT,1.2207476604371768e-05,0.9514680221374263
KNCUSDT,POLUSDT,1.2283361263139279e-05,0.9757324503207127
1INCHUSDT,ADXUSDT,1.2572980244217991e-05,0.9667943403157674
CATIUSDT,THEUSDT,1.258722286108735e-05,0.9679772033160825
TNSRUSDT,YGGUSDT,1.284807835554963e-05,0.9514381627365703
TNSRUSDT,XAIUSDT,1.3293666723112188e-05,0.9508426582318426
FIDAUSDT,FILUSDT,1.3302916836212094e-05,0.964004954880081
ALICEUSDT,DUSDT,1.3417895806777136e-05,0.9538036727118272
DUSDT,MINAUSDT,1.3551588883541178e-05,0.9598378287351838
STRKUSDT,WAXPUSDT,1.3608934662795052e-05,0.9540122273773476
GALAUSDT,KAIAUSDT,1.3895724150321074e-05,0.961676287878153
ALTUSDT,PIXELUSDT,1.4020489747059651e-05,0.9784255598452446
LUMIAUSDT,PYRUSDT,1.4164817640931386e-05,0.963252978785152
ACMUSDT,RONINUSDT,1.4185928641394289e-05,0.9751889741277654
BARUSDT,FLOWUSDT,1.4245319235009592e-05,0.9728888348719132
NTRNUSDT,THEUSDT,1.4263771897022685e-05,0.9588665662773329
GHSTUSDT,WUSDT,1.4263807790795744e-05,0.9747354423943448
BLURUSDT,LUMIAUSDT,1.4352395077741597e-05,0.979727021889882
PIXELUSDT,WUSDT,1.4404938834994572e-05,0.9703049073404079
CGPTUSDT,DOGSUSDT,1.4498941357882508e-05,0.976879397811028
BANDUSDT,POLUSDT,1.4590863516686117e-05,0.9814471030995223
NFPUSDT,RDNTUSDT,1.4719199713412858e-05,0.9585660422702516
AIUSDT,RADUSDT,1.5177666544725002e-05,0.9528230230032687
AXLUSDT,MEUSDT,1.553203792562546e-05,0.9511142821403717
1000CATUSDT,MEUSDT,1.581175228977948e-05,0.9691321801910895
IDUSDT,METISUSDT,1.581494070331325e-05,0.9514636062658643
COMPUSDT,FIDAUSDT,1.5998870997607648e-05,0.9544187730730255
ANKRUSDT,POLUSDT,1.6009405613499485e-05,0.9838367332726823
BICOUSDT,RONINUSDT,1.634566120449773e-05,0.9547834405396981
EGLDUSDT,HAEDALUSDT,1.652890508458666e-05,0.9560417372373976
HFTUSDT,POLUSDT,1.687283937074913e-05,0.9890713835893863
GMXUSDT,MEUSDT,1.68960591972383e-05,0.953086040695073
MEUSDT,SYSUSDT,1.695336151884416e-05,0.9564656512490841
LUMIAUSDT,SLPUSDT,1.710710896067436e-05,0.967204244668876
ACXUSDT,COSUSDT,1.745010840459456e-05,0.9748577164996118
NTRNUSDT,STRKUSDT,1.7937145549345835e-05,0.9613665315299816
SCRTUSDT,XTZUSDT,1.798335352828286e-05,0.9561556245981797
ACEUSDT,OSMOUSDT,1.804343077657259e-05,0.9573959378127569
ALCXUSDT,AMPUSDT,1.810282155911431e-05,0.9533925092498573
ALGOUSDT,MINAUSDT,1.81980813421388e-05,0.9634359943429933
ACMUSDT,CITYUSDT,1.838108701180104e-05,0.9604193047967456
BARUSDT,QUICKUSDT,1.8508691699232992e-05,0.9692383523488489
BANDUSDT,OXTUSDT,1.8537029704020482e-05,0.9542230067054733
BIGTIMEUSDT,HAEDALUSDT,1.9224877637144034e-05,0.956548784501488
DOGSUSDT,THEUSDT,1.925121263768395e-05,0.9501753964272461
FIDAUSDT,PERPUSDT,1.929661051073333e-05,0.9701888468922037
PIXELUSDT,PORTALUSDT,1.9370512699515458e-05,0.9600396913818332
ALTUSDT,CYBERUSDT,1.9374390615431203e-05,0.9763718478197303
MEUSDT,MOVRUSDT,1.9474913463869497e-05,0.9607112697190477
1000CATUSDT,VANAUSDT,1.9557771063851995e-05,0.9710658837207332
JOEUSDT,LUMIAUSDT,1.9693131355775218e-05,0.9646721329713329
AIXBTUSDT,AVAXUSDT,1.990449616910692e-05,0.9521248473762103
AEVOUSDT,LUMIAUSDT,2.0016255233691136e-05,0.9813752045292369
ACXUSDT,LUMIAUSDT,2.0279522052647988e-05,0.9792341344501411
ALTUSDT,WUSDT,2.0350531638927366e-05,0.9711845880568801
CVXUSDT,WAXPUSDT,2.0524531030655933e-05,0.9651809565751168
ALPHAUSDT,MEUSDT,2.061744272319618e-05,0.9628146847300506
KSMUSDT,MEUSDT,2.107601652853982e-05,0.9517145633810576
MEUSDT,PORTALUSDT,2.172743739157232e-05,0.9715830788706176
ARBUSDT,BLURUSDT,2.2416367725093746e-05,0.9603730128697057
PIXELUSDT,SNXUSDT,2.3149452252442745e-05,0.9572736929516308
EGLDUSDT,SCRTUSDT,2.326148120808954e-05,0.9570373900156708
MEMEUSDT,WUSDT,2.33455966928436e-05,0.9544444381766949
AEVOUSDT,MEUSDT,2.3592715849851547e-05,0.9658791942631773
MANTAUSDT,PORTALUSDT,2.3602421608440382e-05,0.9793517611136222
AVAXUSDT,BTTCUSDT,2.3696693318576888e-05,0.9541700863022257
BLURUSDT,MAGICUSDT,2.3735361899933282e-05,0.9675514965026145
BICOUSDT,POLUSDT,2.3857233373472537e-05,0.9828872297977446
LUMIAUSDT,QUICKUSDT,2.4003193966870015e-05,0.9670978092175274
ICPUSDT,YGGUSDT,2.414521630319762e-05,0.9505995457327528
STRKUSDT,WUSDT,2.4435815265296247e-05,0.9785982166705369
BEAMXUSDT,LUMIAUSDT,2.4451312894259046e-05,0.9723002123384397
COTIUSDT,LUMIAUSDT,2.4771241034946695e-05,0.9503250141095307
FIDAUSDT,SLPUSDT,2.4979080326094398e-05,0.9647507529333589
CVXUSDT,IOTAUSDT,2.503597675832741e-05,0.9525839729880639
NEOUSDT,ONTUSDT,2.5503983797083867e-05,0.968998846661864
CVXUSDT,SCRTUSDT,2.558742353391343e-05,0.9692796297889431
HAEDALUSDT,VTHOUSDT,2.5892954544874067e-05,0.9507502290031574
AIXBTUSDT,DYMUSDT,2.593214894208218e-05,0.9507938480899224
AMPUSDT,CHESSUSDT,2.6019261150883988e-05,0.9736818804508898
ACAUSDT,BATUSDT,2.6634060640565766e-05,0.9538601613692106
DATAUSDT,RONINUSDT,2.6952649504769997e-05,0.9663094035558849
METISUSDT,PERPUSDT,2.7005887327148166e-05,0.9739308556796836
AIUSDT,DYDXUSDT,2.7175882049233217e-05,0.9752503386748514
FLOWUSDT,NEOUSDT,2.7191482141512625e-05,0.95117524990496
BLURUSDT,MEUSDT,2.7207037261008785e-05,0.9615825694013126
CATIUSDT,DOGSUSDT,2.7631228377355052e-05,0.9556115347678822
AMPUSDT,COMPUSDT,2.7913549560978842e-05,0.9542353370222808
COSUSDT,DUSDT,2.851616727017783e-05,0.9599718183169986
MEUSDT,NMRUSDT,2.8616866325889686e-05,0.9547689582455778
DUSDT,IDUSDT,2.8623591574118363e-05,0.9540661179306903
FLOWUSDT,QUICKUSDT,2.8849505979892568e-05,0.9673249757233777
ICXUSDT,KDAUSDT,2.8904250696076003e-05,0.9520437969555249
BANDUSDT,RSRUSDT,2.9199217422167133e-05,0.9661176040931901
AXLUSDT,LUMIAUSDT,2.968265471391589e-05,0.9560310453062679
ALPHAUSDT,MOVRUSDT,2.9745075420983644e-05,0.9650339778671082
ATMUSDT,RONINUSDT,2.9948210483826002e-05,0.9613482562641437
CVXUSDT,MLNUSDT,3.01841223320522e-05,0.9602705609666112
HAEDALUSDT,LRCUSDT,3.019542256099853e-05,0.9579604956025838
PORTALUSDT,WUSDT,3.0297496978786874e-05,0.977133635747108
ACXUSDT,BEAMXUSDT,3.057959660602032e-05,0.950999318370769
AMPUSDT,C98USDT,3.0948642241969305e-05,0.9720468088145852
BTTCUSDT,POLUSDT,3.154608935029827e-05,0.9779385608556986
1MBABYDOGEUSDT,HAEDALUSDT,3.159882318425096e-05,0.9523655282412219
SCRTUSDT,SXPUSDT,3.184247916828775e-05,0.9519384235471657
KDAUSDT,TUSDT,3.203061868729615e-05,0.9591275854858917
TFUELUSDT,YGGUSDT,3.220445576551224e-05,0.9621968269251576
STRKUSDT,TIAUSDT,3.231139227555523e-05,0.9686612651013711
AMPUSDT,CELOUSDT,3.259265783697491e-05,0.9633793918445882
HAEDALUSDT,LSKUSDT,3.262358454603002e-05,0.9588962884022223
CTSIUSDT,METISUSDT,3.268466249903655e-05,0.9848546538193743
GRTUSDT,ZKUSDT,3.2767887688279985e-05,0.9635533330143973
C98USDT,ZKUSDT,3.298859933019615e-05,0.9742386852115141
AVAUSDT,VANAUSDT,3.3110093772251926e-05,0.9554350545300334
WUSDT,XAIUSDT,3.370680081765199e-05,0.9682677259141074
C98USDT,DASHUSDT,3.429747128844734e-05,0.9503816374077034
FILUSDT,SCRTUSDT,3.445585662797357e-05,0.9587820501712874
ALCXUSDT,RADUSDT,3.4873004823468546e-05,0.9508942051743393
LUMIAUSDT,VOXELUSDT,3.490848188704456e-05,0.9634756069558754
CHRUSDT,METISUSDT,3.5413146213186206e-05,0.9549655234528572
HFTUSDT,MEUSDT,3.565899213073123e-05,0.9613889361008208
MEUSDT,XAIUSDT,3.5777640229103395e-05,0.9637481445240469
BOMEUSDT,THEUSDT,3.581536068117585e-05,0.954023856780782
GTCUSDT,LUMIAUSDT,3.586806679228862e-05,0.9675623737102949
MEMEUSDT,MEUSDT,3.629752215022442e-05,0.9673085791208532
DATAUSDT,METISUSDT,3.644080259014223e-05,0.9573827633274938
CHESSUSDT,DUSDT,3.6929503991271194e-05,0.9558924883116122
DUSDT,PORTALUSDT,3.7022466330655723e-05,0.9630082288228244
ARPAUSDT,METISUSDT,3.715693879232466e-05,0.9530265468401047
POLUSDT,SCUSDT,3.749402830069455e-05,0.9785298582499306
BNTUSDT,YGGUSDT,3.775827803669252e-05,0.9651051537175876
RIFUSDT,STRKUSDT,3.805235270371729e-05,0.9640417477399039
ACXUSDT,TLMUSDT,3.806920553163416e-05,0.970553295889775
MANTAUSDT,MAVUSDT,3.889568890528579e-05,0.9784171422396339
AMPUSDT,SANDUSDT,3.919274795235264e-05,0.9783712854906922
LUMIAUSDT,STRKUSDT,3.943422940749599e-05,0.9760330002867712
LUMIAUSDT,LUNAUSDT,3.959260943862204e-05,0.973019847061965
METISUSDT,MEUSDT,3.990137251148654e-05,0.954438771511622
AIUSDT,OGNUSDT,4.025058507742257e-05,0.9636719080444586
ENJUSDT,SCRTUSDT,4.0267574416069634e-05,0.9754466555892083
ASTRUSDT,MEUSDT,4.072617659609787e-05,0.9561351782628114
REZUSDT,XAIUSDT,4.097506539382717e-05,0.9798907445559225
CTKUSDT,ZKUSDT,4.112640600575892e-05,0.9571410944328312
MEUSDT,NOTUSDT,4.1697715780708404e-05,0.9547714701990754
LISTAUSDT,SSVUSDT,4.2429061105462395e-05,0.9660994932423547
CVXUSDT,EGLDUSDT,4.243288924343673e-05,0.9524320048253754
POLUSDT,WAXPUSDT,4.2484202120779113e-05,0.9772750837450809
ALCXUSDT,ENJUSDT,4.271070996599552e-05,0.9513585055783124
STGUSDT,XAIUSDT,4.346386380292934e-05,0.9541054064841871
ALCXUSDT,ALGOUSDT,4.355325039962442e-05,0.9505408327575497
DOTUSDT,KDAUSDT,4.3775075203135515e-05,0.9591067768646441
STGUSDT,STRKUSDT,4.382659107887758e-05,0.9583326660715089
PIVXUSDT,VELODROMEUSDT,4.3920134227599175e-05,0.9636970933632154
MANTAUSDT,WUSDT,4.43452881849321e-05,0.9770798018500361
KSMUSDT,SCRTUSDT,4.548817338034841e-05,0.9738128769627862
BICOUSDT,SCRTUSDT,4.562762675282237e-05,0.9511268706919536
PONDUSDT,QIUSDT,4.649772632071305e-05,0.9520942978790881
RLCUSDT,ZKUSDT,4.6964384331579765e-05,0.9585775836423391
AIXBTUSDT,SUSHIUSDT,4.70686903299403e-05,0.9511344855567466
DUSKUSDT,MEUSDT,4.718714631634923e-05,0.9546659224064318
AIXBTUSDT,IOUSDT,4.741499228544029e-05,0.9572608222139788
BLURUSDT,MINAUSDT,4.803494026265355e-05,0.9573274532653269
GTCUSDT,METISUSDT,4.910119776579314e-05,0.9798960778489394
AXLUSDT,WLDUSDT,4.9981795365350385e-05,0.9627677237489155
CHZUSDT,DUSDT,5.0161613979673604e-05,0.9506756952450773
METISUSDT,WOOUSDT,5.019058631352928e-05,0.9877164286939801
BLURUSDT,HAEDALUSDT,5.0529810429103346e-05,0.9521550779794162
DGBUSDT,XVGUSDT,5.098728218686958e-05,0.9634379259848113
SEIUSDT,THEUSDT,5.1585936344370835e-05,0.9642052924886549
C98USDT,LUMIAUSDT,5.174784433719574e-05,0.9756390440009088
MAGICUSDT,PIXELUSDT,5.2045807855139705e-05,0.9596446662225648
GHSTUSDT,MEUSDT,5.21059229311361e-05,0.9576574895107476
CAKEUSDT,MLNUSDT,5.27041906689922e-05,0.9592634690027407
BNTUSDT,MLNUSDT,5.284554645825813e-05,0.9598680377538935
BERAUSDT,HAEDALUSDT,5.2850648638927e-05,0.9616474640420948
RADUSDT,STRKUSDT,5.3078914274420836e-05,0.9578602840387425
FARMUSDT,POLUSDT,5.35336334968246e-05,0.9646090368664372
ACXUSDT,RADUSDT,5.3653624565728016e-05,0.9669460913793186
ANKRUSDT,MEUSDT,5.366056931070718e-05,0.9579765814887024
ALGOUSDT,CVXUSDT,5.3753525261274944e-05,0.9500334568716162
GTCUSDT,SCRTUSDT,5.396586337700375e-05,0.9706256821298508
DOTUSDT,KSMUSDT,5.4067885750387095e-05,0.9530515081798331
ACXUSDT,CITYUSDT,5.7207691803321344e-05,0.9535036907097826
FLMUSDT,RONINUSDT,5.7627243501601e-05,0.9540564569706556
AUDIOUSDT,POLUSDT,5.767561164666141e-05,0.9852540007232146
ALPHAUSDT,ZKUSDT,5.97889995681899e-05,0.9560512449844729
AUDIOUSDT,NFPUSDT,6.043906313023248e-05,0.9538083349997624
CGPTUSDT,GMTUSDT,6.152576782782094e-05,0.9726073741777667
PIXELUSDT,PYRUSDT,6.186422362215262e-05,0.9660081569913371
DYMUSDT,MEUSDT,6.224270763927243e-05,0.9624272544817757
KDAUSDT,ONEUSDT,6.326247809361703e-05,0.9732096448312803
BEAMXUSDT,MEUSDT,6.334151108895717e-05,0.9681785395884475
NFPUSDT,WUSDT,6.532502900265456e-05,0.959727289345733
ACEUSDT,WUSDT,6.545118207691837e-05,0.9699662447191547
ACXUSDT,SLPUSDT,6.556722007547494e-05,0.9693987562239881
AIUSDT,ZKUSDT,6.589125510522503e-05,0.963757027200775
CKBUSDT,HAEDALUSDT,6.757837721531898e-05,0.9527364243467589
MANTAUSDT,RDNTUSDT,6.891796975887322e-05,0.9794188484886245
ALPHAUSDT,AMPUSDT,6.981367967903952e-05,0.9646655765053752
AMPUSDT,MLNUSDT,7.126486189334036e-05,0.9704966447102817
GLMRUSDT,LUMIAUSDT,7.188118493526915e-05,0.9658205230132079
CELOUSDT,SCRTUSDT,7.2013622642346e-05,0.9644016768656596
ACXUSDT,ALCXUSDT,7.267798824068832e-05,0.9686410486041079
1000CATUSDT,PIVXUSDT,7.287157511502132e-05,0.9677553137057823
NEOUSDT,XVGUSDT,7.350872725387156e-05,0.953408076607119
DGBUSDT,FIDAUSDT,7.404043358622202e-05,0.9519184239914251
LUNAUSDT,METISUSDT,7.435341289385811e-05,0.9678189677145241
KSMUSDT,VELODROMEUSDT,7.465411412722066e-05,0.9597593504165289
PIXELUSDT,RDNTUSDT,7.467477593807201e-05,0.9655845712789936
CELRUSDT,VELODROMEUSDT,7.470299710064381e-05,0.9680235229972911
LUMIAUSDT,OGNUSDT,7.531471023463825e-05,0.9535734483919032
OGNUSDT,PIXELUSDT,7.57479991037476e-05,0.957406261922133
BOMEUSDT,PENGUUSDT,7.605770180571423e-05,0.9729230684311267
ATMUSDT,DUSDT,7.637190168798155e-05,0.9567970915869852
QIUSDT,VELODROMEUSDT,7.709816026776877e-05,0.9774495274098168
DUSKUSDT,ETHFIUSDT,7.7410771785807e-05,0.9526861827719618
AXLUSDT,DYMUSDT,7.744890893497042e-05,0.9787351760240692
AIUSDT,WOOUSDT,7.754447242810639e-05,0.9675572326899187
DYDXUSDT,VELODROMEUSDT,7.811388642640026e-05,0.9811746490757746
BANDUSDT,LUMIAUSDT,7.847569922347092e-05,0.959250191457343
1000SATSUSDT,ACTUSDT,7.894497392131014e-05,0.9589629555959344
ALTUSDT,RIFUSDT,7.923320136039218e-05,0.9613129555150495
MINAUSDT,NFPUSDT,7.990417060389463e-05,0.9605752492453465
FARMUSDT,VELODROMEUSDT,8.011449296574303e-05,0.9714622564389065
LUMIAUSDT,VICUSDT,8.087035855884947e-05,0.9554185028048969
ALTUSDT,LAZIOUSDT,8.173322184480443e-05,0.9674331737568534
BLURUSDT,MANTAUSDT,8.301670305797765e-05,0.9693804468912205
AUDIOUSDT,ZKUSDT,8.500079033703386e-05,0.9566287268754351
FIDAUSDT,YGGUSDT,8.513968501249666e-05,0.9536348456769671
KNCUSDT,RENDERUSDT,8.52004708974577e-05,0.9519341061897716
MAGICUSDT,NFPUSDT,8.606012995957741e-05,0.9578600594817758
NTRNUSDT,OSMOUSDT,8.632771613313377e-05,0.9689354963014023
CHRUSDT,VELODROMEUSDT,8.760642687762724e-05,0.980611203986195
CYBERUSDT,STRKUSDT,8.924926245314086e-05,0.9678438079349887
MLNUSDT,SCRTUSDT,9.016804098181836e-05,0.9586765065480175
DUSDT,LUMIAUSDT,9.069808451210178e-05,0.9500024512026579
RADUSDT,VELODROMEUSDT,9.174074475835432e-05,0.9629162496974303
POLUSDT,TFUELUSDT,9.35604459655818e-05,0.9737921166628658
DUSDT,GUSDT,9.364714819714047e-05,0.9604147351251796
BICOUSDT,TNSRUSDT,9.455606582120226e-05,0.9525665061305877
LUMIAUSDT,WANUSDT,9.587815427292058e-05,0.9667390318648775
ACEUSDT,MANTAUSDT,9.712236390918948e-05,0.9826252537354752
ACXUSDT,CELRUSDT,9.830425270571791e-05,0.9813962682776104
RUNEUSDT,VELODROMEUSDT,9.872089295493226e-05,0.9683951964358737
ILVUSDT,OMNIUSDT,9.91058983867372e-05,0.9672660930432463
DUSDT,MEUSDT,0.00010095844663263469,0.9653352521841505
CYBERUSDT,MEUSDT,0.00010290387765118629,0.9615016797428585
GUNUSDT,HAEDALUSDT,0.00010364648840026626,0.9505850545331704
AIUSDT,OPUSDT,0.00010429045028381576,0.9605893040829415
AMPUSDT,AUDIOUSDT,0.00010459998002772456,0.9595684726877248
ALPHAUSDT,METISUSDT,0.00010539784672805694,0.9762725042812969
ALTUSDT,NMRUSDT,0.00010730464101073451,0.9547755882931894
ALCXUSDT,ZKUSDT,0.00010881719142587707,0.9528124079737154
ALTUSDT,VELODROMEUSDT,0.00010893441704403488,0.983287272155981
PENGUUSDT,XVGUSDT,0.00010934871439502537,0.9742745130199911
METISUSDT,VELODROMEUSDT,0.00011017380944873551,0.9697733953977365
EGLDUSDT,QIUSDT,0.00011144533009853286,0.9502575946048228
DYDXUSDT,PIXELUSDT,0.00011172653645690918,0.9571027512904775
AUDIOUSDT,METISUSDT,0.000111832024273142,0.9689147990366651
ATMUSDT,OMNIUSDT,0.00011352268961560217,0.9571255378410193
1000CATUSDT,AVAUSDT,0.00011416166416645318,0.982893322505279
CYBERUSDT,LUMIAUSDT,0.0001142323179725681,0.9738679045695283
LUMIAUSDT,TRUUSDT,0.00011442525398170397,0.9696572404554266
ALCXUSDT,SCRTUSDT,0.00011502405485747715,0.9512376826362022
WANUSDT,ZKUSDT,0.00011661572021134172,0.9545866574959516
COMPUSDT,MOVRUSDT,0.00011672018083001411,0.9526371101704443
BAKEUSDT,LUMIAUSDT,0.00011765240691137012,0.9551616494696815
ACXUSDT,FARMUSDT,0.00011903407448491768,0.9635247590141295
FLMUSDT,METISUSDT,0.000119726551145819,0.9574550069769114
DUSDT,HOOKUSDT,0.0001202799000952404,0.9549749269227106
HAEDALUSDT,PORTALUSDT,0.00012033695140083615,0.9600030013783004
C98USDT,STRKUSDT,0.00012111521017109989,0.9744480642868093
RDNTUSDT,STRKUSDT,0.00012112418517573121,0.9870638273889561
BOMEUSDT,VELODROMEUSDT,0.00012114783691508729,0.9773079902688568
DASHUSDT,VELODROMEUSDT,0.00012126320212672755,0.9540541867641282
AXLUSDT,RADUSDT,0.00012215130407535398,0.9517799155134468
DUSDT,IQUSDT,0.00012319381439898747,0.9637339288521228
DUSDT,ENJUSDT,0.0001237770552467496,0.9589977279837195
LAZIOUSDT,WUSDT,0.00012383437753529377,0.9569292809101061
PIXELUSDT,RPLUSDT,0.0001246646536989666,0.9510075487607476
CHZUSDT,MEUSDT,0.00012779738258174,0.9632566544576783
MAVUSDT,STRKUSDT,0.0001289801606695776,0.9755850707952727
BATUSDT,SCRTUSDT,0.00012965862904550676,0.961849873552667
AXLUSDT,STRKUSDT,0.00013138361356884588,0.9573440579784473
ADXUSDT,DUSDT,0.00013142236122870557,0.9553218914556629
RDNTUSDT,REZUSDT,0.00013285257046117746,0.9738557785037909
ALPINEUSDT,PIXELUSDT,0.00013428349396243588,0.9568568182163708
TLMUSDT,VELODROMEUSDT,0.0001357600296327094,0.9797021295284162
DOGSUSDT,VANAUSDT,0.00013605125753513654,0.9639788247650817
PYTHUSDT,VICUSDT,0.0001370315299240058,0.9550504249653143
OSMOUSDT,TIAUSDT,0.0001372113460476511,0.9702398510194101
MTLUSDT,POLUSDT,0.0001379894161609786,0.9616236858050956
BICOUSDT,MEUSDT,0.00013934470274160808,0.9591899741182887
DATAUSDT,LUMIAUSDT,0.00013954954821063318,0.9717356565954907
FLUXUSDT,PIXELUSDT,0.00014168018030534502,0.9515300588972208
MEMEUSDT,OMNIUSDT,0.00014444548313311274,0.964523315030316
AIUSDT,LUNAUSDT,0.00014484377815250928,0.9520382036223678
CELOUSDT,MEUSDT,0.000145754715834572,0.9619394753582887
MAGICUSDT,MAVUSDT,0.00014681685032251268,0.959451776836097
AEVOUSDT,VELODROMEUSDT,0.00014832970436067053,0.9759003330520446
ACXUSDT,HFTUSDT,0.0001484982528515038,0.9628128461443418
API3USDT,METISUSDT,0.00014863816197778897,0.9677575451979538
ALCXUSDT,C98USDT,0.00015041913360470247,0.9502373561787822
LUMIAUSDT,MEUSDT,0.00015137547062434508,0.9685693743357081
ORDIUSDT,VELODROMEUSDT,0.0001533370769084244,0.970098616790537
DUSDT,NTRNUSDT,0.00015363804856326836,0.9517553805717514
ACEUSDT,STRKUSDT,0.00015573297058176712,0.9781305313985638
EIGENUSDT,VELODROMEUSDT,0.00015592409593212937,0.961344221700739
PYRUSDT,STRKUSDT,0.00015627055251390327,0.9705468592292884
ACAUSDT,PYTHUSDT,0.00015657035255434073,0.9562076271120608
ASTRUSDT,MANTAUSDT,0.00015719418093158125,0.9668186804455401
DUSDT,STRKUSDT,0.0001587419529222986,0.9560230474646789
AVAXUSDT,RENDERUSDT,0.0001599940532926672,0.9585199688183733
IOTXUSDT,RONINUSDT,0.00016201461563449164,0.9518366180096437
CVXUSDT,FLOWUSDT,0.0001634370237856359,0.961955164886761
OMNIUSDT,TIAUSDT,0.00016399833208451223,0.9539770610515884
ICPUSDT,LUMIAUSDT,0.00016449999893191326,0.9557097307162421
LUMIAUSDT,PORTALUSDT,0.00016451405182322688,0.9809964577874549
JOEUSDT,MEUSDT,0.00016770867421325868,0.9561214376562912
AIUSDT,MEMEUSDT,0.0001679690494908644,0.9515336099562509
OMNIUSDT,RONINUSDT,0.00016977455387617746,0.961940104848254
AXSUSDT,DUSDT,0.000171298875962073,0.9522190960912997
ACXUSDT,LOKAUSDT,0.00017210720723155533,0.96463001600132
GTCUSDT,TNSRUSDT,0.00017377156956362288,0.9507687075467369
HAEDALUSDT,SPELLUSDT,0.00017441294836384572,0.9516312436908769
C98USDT,PIXELUSDT,0.00017530385102903476,0.9718460444921714
DYMUSDT,NFPUSDT,0.0001755426556584807,0.9507313609745567
NMRUSDT,STRKUSDT,0.00017610075051592905,0.9696820001813647
MAGICUSDT,OMNIUSDT,0.00017828855193828953,0.961088001958508
ALTUSDT,RADUSDT,0.0001814180747539437,0.9592881678248844
DODOUSDT,DUSDT,0.00018151112545723247,0.9579067108300798
ARBUSDT,MANTAUSDT,0.0001820372006720729,0.9753674378714001
NEIROUSDT,WIFUSDT,0.00018271909296777407,0.950198878228708
MAVUSDT,WUSDT,0.00018363546368370151,0.9659730572658186
1000CATUSDT,AXLUSDT,0.0001852886487469305,0.9570721139872225
MEUSDT,SAGAUSDT,0.00018654793633597188,0.9584492091842015
NKNUSDT,ZKUSDT,0.0001865887435336195,0.9508599596750839
LUMIAUSDT,LUNCUSDT,0.00018805594755940075,0.9633834743999606
ALCXUSDT,FILUSDT,0.00019085245768536558,0.952829574052784
CGPTUSDT,NOTUSDT,0.00019364265713479314,0.9749821285045372
MBOXUSDT,MEUSDT,0.00019462140471893278,0.9601604117265959
GMTUSDT,PENGUUSDT,0.00019506133978086922,0.9511050053854144
ACXUSDT,SNXUSDT,0.00019774571441412203,0.9794255455436282
MEUSDT,TRUUSDT,0.00019831799144858696,0.9612539978265252
MEUSDT,PIXELUSDT,0.00019933715646942244,0.9625365574660993
AIUSDT,MAVUSDT,0.00019973612973975429,0.955480181047733
LUMIAUSDT,OPUSDT,0.00019995960476977114,0.9731103981122377
LRCUSDT,MEUSDT,0.0002036038098854836,0.9620924860973017
LUMIAUSDT,MBOXUSDT,0.00020425933875141875,0.968528343860067
ALTUSDT,MANTAUSDT,0.00020597462723714999,0.9572483449601202
ENJUSDT,LUMIAUSDT,0.00020793679373969778,0.9593887213402462
GMTUSDT,PIXELUSDT,0.00021163249548718585,0.9547619645803582
CHRUSDT,RONINUSDT,0.00021323135868007303,0.959031439443539
AMPUSDT,ONEUSDT,0.00021616881664283664,0.9527482972362973
ARKMUSDT,VELODROMEUSDT,0.00021636025946300286,0.9723135613156113
AIUSDT,XAIUSDT,0.0002183170731063705,0.9795975767779164
GTCUSDT,STRKUSDT,0.00022064192496648268,0.967005657971944
ALICEUSDT,MEUSDT,0.00022125386599737584,0.9563500337754045
MAGICUSDT,XAIUSDT,0.00022157704691848476,0.9555822206685506
MEUSDT,ZILUSDT,0.00022686770762920576,0.9506842779578215
ALCXUSDT,KSMUSDT,0.0002292610017803822,0.9548942322468014
ALTUSDT,MEMEUSDT,0.0002298528676755614,0.9605409500211991
ALPINEUSDT,METISUSDT,0.00022985591780251398,0.9624408620976105
HAEDALUSDT,NFPUSDT,0.00023148619824106268,0.9523687597993327
CGPTUSDT,YGGUSDT,0.00023176977928416316,0.9705620353391812
ACEUSDT,PORTALUSDT,0.00023251077486414516,0.9906175375852416
MBOXUSDT,NFPUSDT,0.00023686857838236628,0.9516400223786283
ONTUSDT,POLUSDT,0.00023950841028332677,0.9649302355035221
PYTHUSDT,QUICKUSDT,0.00024005837766876334,0.9509647553407304
CVXUSDT,DOTUSDT,0.00024291551748450012,0.956019054798786
C98USDT,WUSDT,0.0002530103143176831,0.9568851998505709
IDUSDT,MEUSDT,0.00025499874203405593,0.9521053674348117
ACXUSDT,GTCUSDT,0.0002554130699434357,0.9802313290702329
